,Public Supply,Domestic,Industrial,Irrigation,Irrigation-Crops,Irrigation-Golf,Livestock,Aquaculture,Mining,Thermo,Thermo: Once Through,Thermo: Recirc,Total
1,49.94,0.52,6.36,55.95,52.95,3,0.88,0,0.04,0,0,0,113.69
